ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:49.84Z hisSize:49320 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9ab1c2-18241fa4 "Site B Room 3 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-01-14T23:49:50+02:00 Bucharest,43%RH
2025-01-15T00:00:00+02:00 Bucharest,43%RH
2025-01-15T00:15:00+02:00 Bucharest,43%RH
2025-01-15T00:30:00+02:00 Bucharest,43%RH
2025-01-15T00:45:00+02:00 Bucharest,43%RH
2025-01-15T01:00:00+02:00 Bucharest,43%RH
2025-01-15T01:15:00+02:00 Bucharest,43%RH
2025-01-15T01:30:00+02:00 Bucharest,43%RH
2025-01-15T01:39:50+02:00 Bucharest,43.5%RH
2025-01-15T01:45:00+02:00 Bucharest,43.5%RH
2025-01-15T01:59:51+02:00 Bucharest,44%RH
2025-01-15T02:00:00+02:00 Bucharest,44%RH
2025-01-15T02:15:00+02:00 Bucharest,44%RH
2025-01-15T02:19:50+02:00 Bucharest,44.5%RH
2025-01-15T02:30:00+02:00 Bucharest,44.5%RH
2025-01-15T02:45:00+02:00 Bucharest,44.5%RH
2025-01-15T02:49:51+02:00 Bucharest,45%RH
2025-01-15T03:00:00+02:00 Bucharest,45%RH
2025-01-15T03:15:00+02:00 Bucharest,45%RH
2025-01-15T03:30:00+02:00 Bucharest,45%RH
2025-01-15T03:39:51+02:00 Bucharest,44.5%RH
2025-01-15T03:45:00+02:00 Bucharest,44.5%RH
2025-01-15T04:00:00+02:00 Bucharest,44.5%RH
2025-01-15T04:15:00+02:00 Bucharest,44.5%RH
2025-01-15T04:19:51+02:00 Bucharest,44%RH
2025-01-15T04:29:51+02:00 Bucharest,43.5%RH
2025-01-15T04:30:00+02:00 Bucharest,43.5%RH
2025-01-15T04:39:50+02:00 Bucharest,44%RH
2025-01-15T04:45:00+02:00 Bucharest,44%RH
2025-01-15T04:49:51+02:00 Bucharest,43.5%RH
2025-01-15T05:00:00+02:00 Bucharest,43.5%RH
2025-01-15T05:15:00+02:00 Bucharest,43.5%RH
2025-01-15T05:29:51+02:00 Bucharest,44%RH
2025-01-15T05:30:00+02:00 Bucharest,44%RH
2025-01-15T05:39:51+02:00 Bucharest,44.5%RH
2025-01-15T05:45:00+02:00 Bucharest,44.5%RH
2025-01-15T06:00:00+02:00 Bucharest,44.5%RH
2025-01-15T06:15:00+02:00 Bucharest,44.5%RH
2025-01-15T06:29:51+02:00 Bucharest,44%RH
2025-01-15T06:30:00+02:00 Bucharest,44%RH
2025-01-15T06:39:51+02:00 Bucharest,43.5%RH
2025-01-15T06:45:00+02:00 Bucharest,43.5%RH
2025-01-15T07:00:00+02:00 Bucharest,43.5%RH
2025-01-15T07:15:00+02:00 Bucharest,43.5%RH
2025-01-15T07:30:00+02:00 Bucharest,43.5%RH
2025-01-15T07:45:00+02:00 Bucharest,43.5%RH
2025-01-15T08:00:00+02:00 Bucharest,43.5%RH
2025-01-15T08:15:00+02:00 Bucharest,43.5%RH
2025-01-15T08:30:00+02:00 Bucharest,43.5%RH
2025-01-15T08:39:51+02:00 Bucharest,42.5%RH
2025-01-15T08:45:00+02:00 Bucharest,42.5%RH
2025-01-15T09:00:00+02:00 Bucharest,42.5%RH
2025-01-15T09:15:00+02:00 Bucharest,42.5%RH
2025-01-15T09:29:51+02:00 Bucharest,43%RH
2025-01-15T09:30:00+02:00 Bucharest,43%RH
2025-01-15T09:45:00+02:00 Bucharest,43%RH
2025-01-15T10:00:00+02:00 Bucharest,43%RH
2025-01-15T10:09:50+02:00 Bucharest,42.5%RH
2025-01-15T10:15:00+02:00 Bucharest,42.5%RH
2025-01-15T10:19:51+02:00 Bucharest,42%RH
2025-01-15T10:30:00+02:00 Bucharest,42%RH
2025-01-15T10:45:00+02:00 Bucharest,42%RH
2025-01-15T11:00:00+02:00 Bucharest,42%RH
2025-01-15T11:15:00+02:00 Bucharest,42%RH
2025-01-15T11:30:00+02:00 Bucharest,42%RH
2025-01-15T11:39:51+02:00 Bucharest,41%RH
2025-01-15T11:45:00+02:00 Bucharest,41%RH
2025-01-15T12:00:00+02:00 Bucharest,41%RH
2025-01-15T12:15:00+02:00 Bucharest,41%RH
2025-01-15T12:30:00+02:00 Bucharest,41%RH
2025-01-15T12:45:00+02:00 Bucharest,41%RH
2025-01-15T12:59:51+02:00 Bucharest,40.5%RH
2025-01-15T13:00:00+02:00 Bucharest,40.5%RH
2025-01-15T13:15:00+02:00 Bucharest,40.5%RH
2025-01-15T13:29:51+02:00 Bucharest,41.5%RH
2025-01-15T13:30:00+02:00 Bucharest,41.5%RH
2025-01-15T13:45:00+02:00 Bucharest,41.5%RH
2025-01-15T14:00:00+02:00 Bucharest,41.5%RH
2025-01-15T14:15:00+02:00 Bucharest,41.5%RH
2025-01-15T14:19:51+02:00 Bucharest,41%RH
2025-01-15T14:30:00+02:00 Bucharest,41%RH
2025-01-15T14:45:00+02:00 Bucharest,41%RH
2025-01-15T14:59:48+02:00 Bucharest,40.5%RH
2025-01-15T15:00:00+02:00 Bucharest,40.5%RH
2025-01-15T15:15:00+02:00 Bucharest,40.5%RH
2025-01-15T15:30:00+02:00 Bucharest,40.5%RH
2025-01-15T15:45:00+02:00 Bucharest,40.5%RH
2025-01-15T16:00:00+02:00 Bucharest,40.5%RH
2025-01-15T16:09:48+02:00 Bucharest,41%RH
2025-01-15T16:15:00+02:00 Bucharest,41%RH
2025-01-15T16:30:00+02:00 Bucharest,41%RH
2025-01-15T16:45:00+02:00 Bucharest,41%RH
2025-01-15T17:00:00+02:00 Bucharest,41%RH
2025-01-15T17:15:00+02:00 Bucharest,41%RH
2025-01-15T17:30:00+02:00 Bucharest,41%RH
2025-01-15T17:45:00+02:00 Bucharest,41%RH
2025-01-15T18:00:00+02:00 Bucharest,41%RH
2025-01-15T18:15:00+02:00 Bucharest,41%RH
2025-01-15T18:30:00+02:00 Bucharest,41%RH
2025-01-15T18:45:00+02:00 Bucharest,41%RH
2025-01-15T19:00:00+02:00 Bucharest,41%RH
2025-01-15T19:15:00+02:00 Bucharest,41%RH
2025-01-15T19:29:48+02:00 Bucharest,40.5%RH
2025-01-15T19:30:00+02:00 Bucharest,40.5%RH
2025-01-15T19:45:00+02:00 Bucharest,40.5%RH
2025-01-15T20:00:00+02:00 Bucharest,40.5%RH
2025-01-15T20:15:00+02:00 Bucharest,40.5%RH
2025-01-15T20:19:48+02:00 Bucharest,41.5%RH
2025-01-15T20:30:00+02:00 Bucharest,41.5%RH
2025-01-15T20:45:00+02:00 Bucharest,41.5%RH
2025-01-15T20:59:48+02:00 Bucharest,42%RH
2025-01-15T21:00:00+02:00 Bucharest,42%RH
2025-01-15T21:15:00+02:00 Bucharest,42%RH
2025-01-15T21:30:00+02:00 Bucharest,42%RH
2025-01-15T21:45:00+02:00 Bucharest,42%RH
2025-01-15T21:59:48+02:00 Bucharest,43%RH
2025-01-15T22:00:00+02:00 Bucharest,43%RH
2025-01-15T22:15:00+02:00 Bucharest,43%RH
2025-01-15T22:30:00+02:00 Bucharest,43%RH
2025-01-15T22:39:48+02:00 Bucharest,45%RH
2025-01-15T22:45:00+02:00 Bucharest,45%RH
2025-01-15T22:49:48+02:00 Bucharest,45.5%RH
2025-01-15T23:00:00+02:00 Bucharest,45.5%RH
2025-01-15T23:15:00+02:00 Bucharest,45.5%RH
2025-01-15T23:19:48+02:00 Bucharest,44.5%RH
2025-01-15T23:30:00+02:00 Bucharest,44.5%RH
2025-01-15T23:45:00+02:00 Bucharest,44.5%RH
2025-01-16T00:00:00+02:00 Bucharest,44.5%RH
2025-01-16T00:15:00+02:00 Bucharest,44.5%RH
2025-01-16T00:19:48+02:00 Bucharest,44%RH
2025-01-16T00:30:00+02:00 Bucharest,44%RH
2025-01-16T00:45:00+02:00 Bucharest,44%RH
2025-01-16T01:00:00+02:00 Bucharest,44%RH
2025-01-16T01:15:00+02:00 Bucharest,44%RH
2025-01-16T01:30:00+02:00 Bucharest,44%RH
2025-01-16T01:45:00+02:00 Bucharest,44%RH
2025-01-16T01:59:48+02:00 Bucharest,43.5%RH
2025-01-16T02:00:00+02:00 Bucharest,43.5%RH
2025-01-16T02:15:00+02:00 Bucharest,43.5%RH
2025-01-16T02:30:00+02:00 Bucharest,43.5%RH
2025-01-16T02:45:00+02:00 Bucharest,43.5%RH
2025-01-16T02:59:48+02:00 Bucharest,44.5%RH
2025-01-16T03:00:00+02:00 Bucharest,44.5%RH
2025-01-16T03:09:48+02:00 Bucharest,45%RH
2025-01-16T03:15:00+02:00 Bucharest,45%RH
2025-01-16T03:30:00+02:00 Bucharest,45%RH
2025-01-16T03:45:00+02:00 Bucharest,45%RH
2025-01-16T03:49:48+02:00 Bucharest,45.5%RH
2025-01-16T04:00:00+02:00 Bucharest,45.5%RH
2025-01-16T04:15:00+02:00 Bucharest,45.5%RH
2025-01-16T04:30:00+02:00 Bucharest,45.5%RH
2025-01-16T04:45:00+02:00 Bucharest,45.5%RH
2025-01-16T05:00:00+02:00 Bucharest,45.5%RH
2025-01-16T05:15:00+02:00 Bucharest,45.5%RH
2025-01-16T05:19:48+02:00 Bucharest,45%RH
2025-01-16T05:30:00+02:00 Bucharest,45%RH
2025-01-16T05:45:00+02:00 Bucharest,45%RH
2025-01-16T06:00:00+02:00 Bucharest,45%RH
2025-01-16T06:15:00+02:00 Bucharest,45%RH
2025-01-16T06:19:49+02:00 Bucharest,44.5%RH
2025-01-16T06:30:00+02:00 Bucharest,44.5%RH
2025-01-16T06:39:48+02:00 Bucharest,44%RH
2025-01-16T06:45:00+02:00 Bucharest,44%RH
2025-01-16T07:00:00+02:00 Bucharest,44%RH
2025-01-16T07:15:00+02:00 Bucharest,44%RH
2025-01-16T07:19:48+02:00 Bucharest,43.5%RH
2025-01-16T07:29:49+02:00 Bucharest,44%RH
2025-01-16T07:30:00+02:00 Bucharest,44%RH
2025-01-16T07:45:00+02:00 Bucharest,44%RH
2025-01-16T07:59:48+02:00 Bucharest,44.5%RH
2025-01-16T08:00:00+02:00 Bucharest,44.5%RH
2025-01-16T08:15:00+02:00 Bucharest,44.5%RH
2025-01-16T08:30:00+02:00 Bucharest,44.5%RH
2025-01-16T08:39:49+02:00 Bucharest,44%RH
2025-01-16T08:45:00+02:00 Bucharest,44%RH
2025-01-16T09:00:00+02:00 Bucharest,44%RH
2025-01-16T09:15:00+02:00 Bucharest,44%RH
2025-01-16T09:29:48+02:00 Bucharest,43.5%RH
2025-01-16T09:30:00+02:00 Bucharest,43.5%RH
2025-01-16T09:45:00+02:00 Bucharest,43.5%RH
2025-01-16T10:00:00+02:00 Bucharest,43.5%RH
2025-01-16T10:15:00+02:00 Bucharest,43.5%RH
2025-01-16T10:30:00+02:00 Bucharest,43.5%RH
2025-01-16T10:45:00+02:00 Bucharest,43.5%RH
2025-01-16T10:49:48+02:00 Bucharest,44%RH
2025-01-16T11:00:00+02:00 Bucharest,44%RH
2025-01-16T11:15:00+02:00 Bucharest,44%RH
2025-01-16T11:19:48+02:00 Bucharest,43.5%RH
2025-01-16T11:30:00+02:00 Bucharest,43.5%RH
2025-01-16T11:39:49+02:00 Bucharest,42%RH
2025-01-16T11:45:00+02:00 Bucharest,42%RH
2025-01-16T12:00:00+02:00 Bucharest,42%RH
2025-01-16T12:15:00+02:00 Bucharest,42%RH
2025-01-16T12:29:48+02:00 Bucharest,41.5%RH
2025-01-16T12:30:00+02:00 Bucharest,41.5%RH
2025-01-16T12:45:00+02:00 Bucharest,41.5%RH
2025-01-16T13:00:00+02:00 Bucharest,41.5%RH
2025-01-16T13:15:00+02:00 Bucharest,41.5%RH
2025-01-16T13:19:48+02:00 Bucharest,41%RH
2025-01-16T13:30:00+02:00 Bucharest,41%RH
2025-01-16T13:45:00+02:00 Bucharest,41%RH
2025-01-16T14:00:00+02:00 Bucharest,41%RH
2025-01-16T14:15:00+02:00 Bucharest,41%RH
2025-01-16T14:30:00+02:00 Bucharest,41%RH
2025-01-16T14:45:00+02:00 Bucharest,41%RH
2025-01-16T15:00:00+02:00 Bucharest,41%RH
2025-01-16T15:15:00+02:00 Bucharest,41%RH
2025-01-16T15:30:00+02:00 Bucharest,41%RH
2025-01-16T15:45:00+02:00 Bucharest,41%RH
2025-01-16T16:00:00+02:00 Bucharest,41%RH
2025-01-16T16:15:00+02:00 Bucharest,41%RH
2025-01-16T16:30:00+02:00 Bucharest,41%RH
2025-01-16T16:45:00+02:00 Bucharest,41%RH
2025-01-16T17:00:00+02:00 Bucharest,41%RH
2025-01-16T17:09:49+02:00 Bucharest,42%RH
2025-01-16T17:15:00+02:00 Bucharest,42%RH
2025-01-16T17:30:00+02:00 Bucharest,42%RH
2025-01-16T17:45:00+02:00 Bucharest,42%RH
2025-01-16T17:59:48+02:00 Bucharest,42.5%RH
2025-01-16T18:00:00+02:00 Bucharest,42.5%RH
2025-01-16T18:15:00+02:00 Bucharest,42.5%RH
2025-01-16T18:19:49+02:00 Bucharest,42%RH
2025-01-16T18:30:00+02:00 Bucharest,42%RH
2025-01-16T18:45:00+02:00 Bucharest,42%RH
2025-01-16T19:00:00+02:00 Bucharest,42%RH
2025-01-16T19:15:00+02:00 Bucharest,42%RH
2025-01-16T19:30:00+02:00 Bucharest,42%RH
2025-01-16T19:45:00+02:00 Bucharest,42%RH
2025-01-16T20:00:00+02:00 Bucharest,42%RH
2025-01-16T20:15:00+02:00 Bucharest,42%RH
2025-01-16T20:30:00+02:00 Bucharest,42%RH
2025-01-16T20:45:00+02:00 Bucharest,42%RH
2025-01-16T21:00:00+02:00 Bucharest,42%RH
2025-01-16T21:15:00+02:00 Bucharest,42%RH
2025-01-16T21:29:49+02:00 Bucharest,42.5%RH
2025-01-16T21:30:00+02:00 Bucharest,42.5%RH
2025-01-16T21:45:00+02:00 Bucharest,42.5%RH
2025-01-16T21:59:49+02:00 Bucharest,43%RH
2025-01-16T22:00:00+02:00 Bucharest,43%RH
2025-01-16T22:15:00+02:00 Bucharest,43%RH
2025-01-16T22:19:48+02:00 Bucharest,44%RH
2025-01-16T22:29:49+02:00 Bucharest,44.5%RH
2025-01-16T22:30:00+02:00 Bucharest,44.5%RH
2025-01-16T22:45:00+02:00 Bucharest,44.5%RH
2025-01-16T22:59:48+02:00 Bucharest,44%RH
2025-01-16T23:00:00+02:00 Bucharest,44%RH
2025-01-16T23:15:00+02:00 Bucharest,44%RH
2025-01-16T23:30:00+02:00 Bucharest,44%RH
2025-01-16T23:45:00+02:00 Bucharest,44%RH
2025-01-17T00:00:00+02:00 Bucharest,44%RH
2025-01-17T00:15:00+02:00 Bucharest,44%RH
2025-01-17T00:30:00+02:00 Bucharest,44%RH
2025-01-17T00:45:00+02:00 Bucharest,44%RH
2025-01-17T00:49:48+02:00 Bucharest,44.5%RH
2025-01-17T01:00:00+02:00 Bucharest,44.5%RH
2025-01-17T01:15:00+02:00 Bucharest,44.5%RH
2025-01-17T01:30:00+02:00 Bucharest,44.5%RH
2025-01-17T01:45:00+02:00 Bucharest,44.5%RH
2025-01-17T01:59:48+02:00 Bucharest,44%RH
2025-01-17T02:00:00+02:00 Bucharest,44%RH
2025-01-17T02:15:00+02:00 Bucharest,44%RH
2025-01-17T02:19:49+02:00 Bucharest,44.5%RH
2025-01-17T02:30:00+02:00 Bucharest,44.5%RH
2025-01-17T02:45:00+02:00 Bucharest,44.5%RH
2025-01-17T03:00:00+02:00 Bucharest,44.5%RH
2025-01-17T03:15:00+02:00 Bucharest,44.5%RH
2025-01-17T03:19:49+02:00 Bucharest,45%RH
2025-01-17T03:30:00+02:00 Bucharest,45%RH
2025-01-17T03:45:00+02:00 Bucharest,45%RH
2025-01-17T04:00:00+02:00 Bucharest,45%RH
2025-01-17T04:15:00+02:00 Bucharest,45%RH
2025-01-17T04:30:00+02:00 Bucharest,45%RH
2025-01-17T04:39:49+02:00 Bucharest,45.5%RH
2025-01-17T04:45:00+02:00 Bucharest,45.5%RH
2025-01-17T04:59:48+02:00 Bucharest,45%RH
2025-01-17T05:00:00+02:00 Bucharest,45%RH
2025-01-17T05:15:00+02:00 Bucharest,45%RH
2025-01-17T05:30:00+02:00 Bucharest,45%RH
2025-01-17T05:39:49+02:00 Bucharest,44.5%RH
2025-01-17T05:45:00+02:00 Bucharest,44.5%RH
2025-01-17T05:49:49+02:00 Bucharest,44%RH
2025-01-17T05:59:49+02:00 Bucharest,43.5%RH
2025-01-17T06:00:00+02:00 Bucharest,43.5%RH
2025-01-17T06:15:00+02:00 Bucharest,43.5%RH
2025-01-17T06:19:49+02:00 Bucharest,42%RH
2025-01-17T06:30:00+02:00 Bucharest,42%RH
2025-01-17T06:45:00+02:00 Bucharest,42%RH
2025-01-17T07:00:00+02:00 Bucharest,42%RH
2025-01-17T07:15:00+02:00 Bucharest,42%RH
2025-01-17T07:30:00+02:00 Bucharest,42%RH
2025-01-17T07:45:00+02:00 Bucharest,42%RH
2025-01-17T07:49:49+02:00 Bucharest,44%RH
2025-01-17T07:59:48+02:00 Bucharest,44.5%RH
2025-01-17T08:00:00+02:00 Bucharest,44.5%RH
2025-01-17T08:15:00+02:00 Bucharest,44.5%RH
2025-01-17T08:30:00+02:00 Bucharest,44.5%RH
2025-01-17T08:45:00+02:00 Bucharest,44.5%RH
2025-01-17T09:00:00+02:00 Bucharest,44.5%RH
2025-01-17T09:15:00+02:00 Bucharest,44.5%RH
2025-01-17T09:30:00+02:00 Bucharest,44.5%RH
2025-01-17T09:45:00+02:00 Bucharest,44.5%RH
2025-01-17T09:59:49+02:00 Bucharest,42.5%RH
2025-01-17T10:00:00+02:00 Bucharest,42.5%RH
2025-01-17T10:15:00+02:00 Bucharest,42.5%RH
2025-01-17T10:29:49+02:00 Bucharest,41.5%RH
2025-01-17T10:30:00+02:00 Bucharest,41.5%RH
2025-01-17T10:45:00+02:00 Bucharest,41.5%RH
2025-01-17T11:00:00+02:00 Bucharest,41.5%RH
2025-01-17T11:15:00+02:00 Bucharest,41.5%RH
2025-01-17T11:29:49+02:00 Bucharest,41%RH
2025-01-17T11:30:00+02:00 Bucharest,41%RH
2025-01-17T11:45:00+02:00 Bucharest,41%RH
2025-01-17T12:00:00+02:00 Bucharest,41%RH
2025-01-17T12:15:00+02:00 Bucharest,41%RH
2025-01-17T12:30:00+02:00 Bucharest,41%RH
2025-01-17T12:45:00+02:00 Bucharest,41%RH
2025-01-17T12:49:49+02:00 Bucharest,41.5%RH
2025-01-17T13:00:00+02:00 Bucharest,41.5%RH
2025-01-17T13:09:49+02:00 Bucharest,42%RH
2025-01-17T13:15:00+02:00 Bucharest,42%RH
2025-01-17T13:19:49+02:00 Bucharest,41.5%RH
2025-01-17T13:30:00+02:00 Bucharest,41.5%RH
2025-01-17T13:45:00+02:00 Bucharest,41.5%RH
2025-01-17T14:00:00+02:00 Bucharest,41.5%RH
2025-01-17T14:09:49+02:00 Bucharest,41%RH
2025-01-17T14:15:00+02:00 Bucharest,41%RH
2025-01-17T14:30:00+02:00 Bucharest,41%RH
2025-01-17T14:45:00+02:00 Bucharest,41%RH
2025-01-17T14:59:49+02:00 Bucharest,40.5%RH
2025-01-17T15:00:00+02:00 Bucharest,40.5%RH
2025-01-17T15:15:00+02:00 Bucharest,40.5%RH
2025-01-17T15:29:49+02:00 Bucharest,41%RH
2025-01-17T15:30:00+02:00 Bucharest,41%RH
2025-01-17T15:45:00+02:00 Bucharest,41%RH
2025-01-17T16:00:00+02:00 Bucharest,41%RH
2025-01-17T16:09:49+02:00 Bucharest,41.5%RH
2025-01-17T16:15:00+02:00 Bucharest,41.5%RH
2025-01-17T16:29:50+02:00 Bucharest,42%RH
2025-01-17T16:30:00+02:00 Bucharest,42%RH
2025-01-17T16:39:49+02:00 Bucharest,41.5%RH
2025-01-17T16:45:00+02:00 Bucharest,41.5%RH
2025-01-17T17:00:00+02:00 Bucharest,41.5%RH
2025-01-17T17:15:00+02:00 Bucharest,41.5%RH
2025-01-17T17:30:00+02:00 Bucharest,41.5%RH
2025-01-17T17:45:00+02:00 Bucharest,41.5%RH
2025-01-17T18:00:00+02:00 Bucharest,41.5%RH
2025-01-17T18:15:00+02:00 Bucharest,41.5%RH
2025-01-17T18:30:00+02:00 Bucharest,41.5%RH
2025-01-17T18:45:00+02:00 Bucharest,41.5%RH
2025-01-17T18:59:49+02:00 Bucharest,42%RH
2025-01-17T19:00:00+02:00 Bucharest,42%RH
2025-01-17T19:15:00+02:00 Bucharest,42%RH
2025-01-17T19:30:00+02:00 Bucharest,42%RH
2025-01-17T19:39:49+02:00 Bucharest,41%RH
2025-01-17T19:45:00+02:00 Bucharest,41%RH
2025-01-17T20:00:00+02:00 Bucharest,41%RH
2025-01-17T20:09:50+02:00 Bucharest,40.5%RH
2025-01-17T20:15:00+02:00 Bucharest,40.5%RH
2025-01-17T20:29:49+02:00 Bucharest,40%RH
2025-01-17T20:30:00+02:00 Bucharest,40%RH
2025-01-17T20:45:00+02:00 Bucharest,40%RH
2025-01-17T20:59:49+02:00 Bucharest,39.5%RH
2025-01-17T21:00:00+02:00 Bucharest,39.5%RH
2025-01-17T21:15:00+02:00 Bucharest,39.5%RH
2025-01-17T21:30:00+02:00 Bucharest,39.5%RH
2025-01-17T21:45:00+02:00 Bucharest,39.5%RH
2025-01-17T22:00:00+02:00 Bucharest,39.5%RH
2025-01-17T22:15:00+02:00 Bucharest,39.5%RH
2025-01-17T22:29:50+02:00 Bucharest,41%RH
2025-01-17T22:30:00+02:00 Bucharest,41%RH
2025-01-17T22:39:49+02:00 Bucharest,41.5%RH
2025-01-17T22:45:00+02:00 Bucharest,41.5%RH
2025-01-17T22:59:49+02:00 Bucharest,42%RH
2025-01-17T23:00:00+02:00 Bucharest,42%RH
2025-01-17T23:15:00+02:00 Bucharest,42%RH
2025-01-17T23:30:00+02:00 Bucharest,42%RH
2025-01-17T23:45:00+02:00 Bucharest,42%RH
2025-01-18T00:00:00+02:00 Bucharest,42%RH
2025-01-18T00:15:00+02:00 Bucharest,42%RH
2025-01-18T00:29:49+02:00 Bucharest,41.5%RH
2025-01-18T00:30:00+02:00 Bucharest,41.5%RH
2025-01-18T00:45:00+02:00 Bucharest,41.5%RH
2025-01-18T01:00:00+02:00 Bucharest,41.5%RH
2025-01-18T01:15:00+02:00 Bucharest,41.5%RH
2025-01-18T01:30:00+02:00 Bucharest,41.5%RH
2025-01-18T01:45:00+02:00 Bucharest,41.5%RH
2025-01-18T02:00:00+02:00 Bucharest,41.5%RH
2025-01-18T02:15:00+02:00 Bucharest,41.5%RH
2025-01-18T02:29:49+02:00 Bucharest,41%RH
2025-01-18T02:30:00+02:00 Bucharest,41%RH
2025-01-18T02:45:00+02:00 Bucharest,41%RH
2025-01-18T03:00:00+02:00 Bucharest,41%RH
2025-01-18T03:15:00+02:00 Bucharest,41%RH
2025-01-18T03:19:50+02:00 Bucharest,41.5%RH
2025-01-18T03:29:50+02:00 Bucharest,42%RH
2025-01-18T03:30:00+02:00 Bucharest,42%RH
2025-01-18T03:45:00+02:00 Bucharest,42%RH
2025-01-18T04:00:00+02:00 Bucharest,42%RH
2025-01-18T04:15:00+02:00 Bucharest,42%RH
2025-01-18T04:29:50+02:00 Bucharest,42.5%RH
2025-01-18T04:30:00+02:00 Bucharest,42.5%RH
2025-01-18T04:39:50+02:00 Bucharest,43%RH
2025-01-18T04:45:00+02:00 Bucharest,43%RH
2025-01-18T04:49:49+02:00 Bucharest,42.5%RH
2025-01-18T04:59:49+02:00 Bucharest,43%RH
2025-01-18T05:00:00+02:00 Bucharest,43%RH
2025-01-18T05:15:00+02:00 Bucharest,43%RH
2025-01-18T05:30:00+02:00 Bucharest,43%RH
2025-01-18T05:45:00+02:00 Bucharest,43%RH
2025-01-18T05:59:49+02:00 Bucharest,42.5%RH
2025-01-18T06:00:00+02:00 Bucharest,42.5%RH
2025-01-18T06:15:00+02:00 Bucharest,42.5%RH
2025-01-18T06:29:50+02:00 Bucharest,41%RH
2025-01-18T06:30:00+02:00 Bucharest,41%RH
2025-01-18T06:45:00+02:00 Bucharest,41%RH
2025-01-18T06:49:49+02:00 Bucharest,40.5%RH
2025-01-18T07:00:00+02:00 Bucharest,40.5%RH
2025-01-18T07:15:00+02:00 Bucharest,40.5%RH
2025-01-18T07:30:00+02:00 Bucharest,40.5%RH
2025-01-18T07:45:00+02:00 Bucharest,40.5%RH
2025-01-18T08:00:00+02:00 Bucharest,40.5%RH
2025-01-18T08:09:50+02:00 Bucharest,40%RH
2025-01-18T08:15:00+02:00 Bucharest,40%RH
2025-01-18T08:19:50+02:00 Bucharest,40.5%RH
2025-01-18T08:30:00+02:00 Bucharest,40.5%RH
2025-01-18T08:45:00+02:00 Bucharest,40.5%RH
2025-01-18T09:00:00+02:00 Bucharest,40.5%RH
2025-01-18T09:09:49+02:00 Bucharest,41%RH
2025-01-18T09:15:00+02:00 Bucharest,41%RH
2025-01-18T09:19:50+02:00 Bucharest,41.5%RH
2025-01-18T09:30:00+02:00 Bucharest,41.5%RH
2025-01-18T09:45:00+02:00 Bucharest,41.5%RH
2025-01-18T10:00:00+02:00 Bucharest,41.5%RH
2025-01-18T10:15:00+02:00 Bucharest,41.5%RH
2025-01-18T10:30:00+02:00 Bucharest,41.5%RH
2025-01-18T10:45:00+02:00 Bucharest,41.5%RH
2025-01-18T10:49:50+02:00 Bucharest,40%RH
2025-01-18T11:00:00+02:00 Bucharest,40%RH
2025-01-18T11:15:00+02:00 Bucharest,40%RH
2025-01-18T11:30:00+02:00 Bucharest,40%RH
2025-01-18T11:45:00+02:00 Bucharest,40%RH
2025-01-18T11:49:50+02:00 Bucharest,39.5%RH
2025-01-18T12:00:00+02:00 Bucharest,39.5%RH
2025-01-18T12:09:49+02:00 Bucharest,39%RH
2025-01-18T12:15:00+02:00 Bucharest,39%RH
2025-01-18T12:30:00+02:00 Bucharest,39%RH
2025-01-18T12:39:49+02:00 Bucharest,38%RH
2025-01-18T12:45:00+02:00 Bucharest,38%RH
2025-01-18T12:49:49+02:00 Bucharest,37.5%RH
2025-01-18T13:00:00+02:00 Bucharest,37.5%RH
2025-01-18T13:15:00+02:00 Bucharest,37.5%RH
2025-01-18T13:29:50+02:00 Bucharest,36%RH
2025-01-18T13:30:00+02:00 Bucharest,36%RH
2025-01-18T13:45:00+02:00 Bucharest,36%RH
2025-01-18T13:59:49+02:00 Bucharest,35.5%RH
2025-01-18T14:00:00+02:00 Bucharest,35.5%RH
2025-01-18T14:15:00+02:00 Bucharest,35.5%RH
2025-01-18T14:30:00+02:00 Bucharest,35.5%RH
